index,cycle_time
1634,11
1635,10
1636,11
1637,11
1638,10
1639,11
1640,11
1641,10
1642,11
1643,11
1644,10
1645,11
1646,11
1647,11
1648,10
1649,10
1650,10
1651,11
1652,10
1653,11
1654,11
1655,11
1656,11
1657,21
1658,12
1659,9
1660,11
1661,9
1662,11
1663,10
1664,10
1665,11
1666,10
1667,11
1668,11
1669,10
1670,11
1671,10
1672,11
1673,11
1674,10
1675,11
1676,10
1677,11
1678,10
1679,10
1680,11
1681,11
1682,11
1683,20
1684,12
1685,11
1686,12
1687,12
1688,11
1689,11
1690,11
1691,11
1692,10
1693,11
1694,11
1695,10
1696,11
1697,9
1698,10
1699,10
1700,10
1701,10
1702,10
1703,10
1704,11
1705,10
1706,10
1707,11
1708,10
1709,11
1710,10
1711,9
1712,10
1713,10
1714,11
1715,11
1716,10
1717,11
1718,10
1719,10
1720,10
1721,10
1722,11
1723,10
1724,10
1725,10
1726,10
1727,10
1728,10
1729,9
1730,11
1731,10
1732,10
1733,11
1734,10
1735,11
1736,10
1737,10
1738,10
1739,11
1740,10
1741,10
1742,11
1743,10
1744,11
1745,11
1746,11
1747,11
1748,10
1749,11
1750,10
1751,11
1752,11
1753,10
1754,11
1755,10
1756,11
1757,10
1758,10
1759,11
1760,10
1761,10
1762,11
1763,9
1764,12
1765,10
1766,11
1767,12
1768,10
1769,12
1770,11
1771,11
1772,12
1773,11
1774,10
1775,11
1776,11
1777,12
1778,11
1779,12
1780,11
1781,11
1782,12
1783,11
1784,13
1785,12
1786,10
1787,11
1788,11
1789,12
1790,11
1791,10
1792,11
1793,11
1794,10
1795,12
1796,11
1797,11
1798,11
1799,11
1800,10
1801,11
1802,11
1803,11
1804,11
1805,11
1806,11
1807,12
1808,12
1809,11
1810,11
1811,12
1812,11
1813,12
1814,11
1815,21
1816,12
1817,12
1818,10
1819,10
1820,11
1821,10
1822,11
1823,13
1824,11
1825,12
1826,11
1827,12
1828,11
1829,11
1830,12
1831,11
1832,11
1833,12
1834,11
1835,12
1836,10
1837,10
1838,11
1839,10
1840,11
1841,11
1842,10
1843,10
1844,10
1845,11
1846,11
1847,11
1848,10
1849,11
1850,11
1851,10
1852,11
1853,11
1854,11
1855,10
1856,11
1857,11
1858,11
1859,12
1860,11
1861,11
1862,11
1863,10
1864,11
1865,10
1866,11
1867,11
1868,10
1869,10
1870,11
1871,10
1872,11
1873,10
1874,11
1875,16
1876,10
1877,12
1878,11
1879,14
1880,11
1881,10
1882,11
1883,19
1884,12
1885,13
1886,11
1887,10
1888,11
1889,19
1890,12
1891,11
1892,11
1893,11
1894,10
1895,10
1896,11
1897,10
1898,11
1899,10
1900,11
1901,11
1902,10
1903,11
1904,10
1905,11
1906,11
1907,10
1908,11
1909,10
1910,10
1911,10
1912,10
1913,11
1914,10
1915,10
1916,10
1917,10
1918,10
1919,10
1920,11
1921,10
1922,10
1923,11
1924,10
1925,11
1926,11
1927,11
1928,11
1929,11
1930,10
1931,11
1932,10
1933,11
1934,11
1935,11
1936,11
1937,10
1938,11
1939,10
1940,10
1941,11
1942,11
1943,12
1944,12
1945,10
1946,10
1947,11
1948,10
1949,10
1950,11
1951,10
1952,10
1953,10
1954,10
1955,11
1956,10
1957,11
1958,10
1959,10
1960,10
1961,10
1962,11
1963,11
1964,10
1965,11
1966,11
1967,10
1968,10
1969,11
1970,10
1971,10
1972,10
1973,10
1974,10
1975,10
1976,10
1977,11
1978,9
1979,11
1980,10
1981,11
1982,11
1983,10
1984,11
1985,10
1986,11
1987,11
1988,11
1989,11
1990,10
1991,12
1992,11
1993,11
1994,11
1995,10
1996,11
1997,10
1998,10
1999,10
2000,10
2001,11
2002,9
2003,11
2004,10
2005,10
2006,11
2007,10
2008,11
2009,11
2010,11
2011,11
2012,10
2013,11
2014,11
2015,10
2016,11
2017,11
2018,11
2019,12
2020,12
2021,10
2022,11
2023,11
2024,11
2025,10
2026,10
2027,10
2028,11
2029,11
2030,11
2031,11
2032,10
2033,12
2034,10
2035,11
2036,11
2037,10
2038,11
2039,11
2040,11
2041,10
2042,11
2043,12
2044,11
2045,11
2046,11
2047,10
2048,11
2049,11
2050,11
2051,11
2052,10
2053,11
2054,10
2055,11
2056,11
2057,10
2058,10
2059,10
2060,10
2061,10
2062,10
2063,11
2064,10
2065,10
2066,11
2067,10
2068,11
2069,9
2070,11
2071,9
2072,11
2073,11
2074,10
2075,11
2076,11
2077,10
2078,11
2079,10
2080,11
2081,10
2082,10
2083,11
2084,10
2085,11
2086,11
2087,10
2088,11
2089,11
2090,10
2091,11
2092,10
2093,11
2094,10
2095,10
2096,10
2097,10
2098,10
2099,10
2100,10
2101,11
2102,9
2103,11
2104,10
2105,11
2106,11
2107,10
2108,11
2109,11
2110,11
2111,10
2112,11
2113,12
2114,11
2115,11
2116,11
2117,11
2118,11
2119,11
2120,11
2121,10
2122,10
2123,11
2124,10
2125,10
2126,10
2127,10
2128,10
2129,11
2130,10
2131,11
2132,11
2133,10
2134,11
2135,11
2136,11
2137,12
2138,11
2139,11
2140,12
2141,11
2142,11
2143,12
2144,11
2145,12
2146,11
2147,12
2148,12
2149,12
2150,11
2151,11
2152,12
2153,11
2154,11
2155,12
2156,11
2157,11
2158,11
2159,10
2160,11
2161,11
2162,11
2163,11
2164,11
2165,10
2166,11
2167,11
2168,11
2169,10
2170,12
2171,10
2172,12
2173,10
2174,11
2175,11
2176,12
2177,12
2178,10
2179,12
2180,11
2181,11
2182,11
2183,11
2184,11
2185,15
2186,10
2187,10
2188,10
2189,10
2190,11
2191,10
2192,11
2193,11
2194,11
2195,11
2196,10
2197,11
2198,11
2199,12
2200,12
2201,12
2202,12
2203,11
2204,12
2205,12
2206,12
2207,12
2208,11
2209,11
2210,11
2211,12
2212,11
2213,11
2214,11
2215,10
2216,10
2217,12
2218,10
2219,11
2220,10
2221,10
2222,10
2223,10
2224,10
2225,11
2226,12
2227,10
2228,12
2229,11
2230,12
2231,11
2232,11
2233,12
2234,11
2235,11
2236,11
2237,11
2238,11
2239,11
2240,12
2241,11
2242,10
2243,12
2244,11
2245,11
2246,10
2247,11
2248,11
2249,10
2250,11
2251,10
2252,11
2253,11
2254,11
2255,11
2256,11
2257,11
2258,12
2259,11
2260,13
2261,10
2262,12
2263,11
2264,11
2265,12
2266,11
2267,11
2268,10
2269,11
2270,11
2271,11
2272,11
2273,10
2274,11
2275,10
2276,11
2277,9
2278,9
2279,11
2280,11
2281,10
2282,11
2283,10
2284,11
2285,10
2286,10
2287,11
2288,11
2289,11
2290,10
2291,11
2292,11
2293,10
2294,11
2295,11
2296,11
2297,11
2298,10
2299,10
2300,11
2301,9
2302,10
2303,10
2304,10
2305,12
2306,10
2307,11
2308,10
2309,10
2310,11
2311,10
2312,10
2313,12
2314,11
2315,11
2316,11
2317,10
2318,10
2319,10
2320,14
2321,10
2322,10
2323,10
2324,11
2325,11
2326,10
2327,11
2328,10
2329,11
2330,11
2331,10
2332,11
2333,10
2334,11
2335,11
2336,10
2337,11
2338,10
2339,10
2340,10
2341,10
2342,11
2343,9
2344,10
2345,11
2346,10
2347,10
2348,10
2349,11
2350,10
2351,10
2352,11
2353,11
2354,10
2355,11
2356,10
2357,11
2358,10
2359,11
2360,11
2361,10
2362,11
2363,10
2364,11
2365,10
2366,11
2367,10
2368,10
2369,10
2370,9
2371,11
2372,10
2373,9
2374,11
2375,9
2376,10
2377,10
2378,10
2379,11
2380,10
2381,10
2382,10
2383,10
2384,11
2385,10
2386,11
2387,10
2388,11
2389,10
2390,11
2391,11
2392,10
2393,11
2394,10
2395,11
2396,11
2397,9
2398,11
2399,10
2400,10
2401,9
2402,10
2403,10
2404,10
2405,10
2406,10
2407,10
2408,10
2409,11
2410,10
2411,10
2412,11
2413,11
2414,10
2415,11
2416,10
2417,10
2418,11
2419,11
2420,11
2421,11
2422,10
2423,12
2424,10
2425,11
2426,11
2427,10
2428,10
2429,10
2430,11
2431,10
2432,10
2433,11
2434,9
2435,11
2436,9
2437,10
2438,10
2439,10
2440,11
2441,11
2442,12
2443,12
2444,10
2445,10
2446,10
2447,11
2448,10
2449,11
2450,11
2451,10
2452,12
2453,11
2454,10
2455,13
2456,11
2457,10
2458,12
2459,9
2460,10
2461,11
2462,10
2463,10
2464,10
2465,10
2466,10
2467,10
2468,12
2469,11
2470,11
2471,11
2472,10
2473,11
2474,10
2475,11
2476,13
2477,10
2478,11
2479,10
2480,11
2481,11
2482,10
2483,11
2484,10
2485,11
2486,11
2487,10
2488,11
2489,10
2490,12
2491,11
2492,11
2493,11
2494,10
2495,15
2496,10
2497,13
2498,11
2499,11
2500,10
2501,11
2502,10
2503,11
2504,11
2505,10
2506,11
2507,10
2508,12
2509,11
2510,10
2511,12
2512,10
2513,11
2514,11
2515,11
2516,11
2517,11
2518,11
2519,10
2520,11
2521,10
2522,10
2523,11
2524,10
2525,11
2526,11
2527,10
2528,11
2529,10
2530,10
2531,9
2532,11
2533,10
2534,10
2535,11
2536,10
2537,10
2538,11
2539,10
2540,10
2541,11
2542,11
2543,10
2544,10
2545,11
2546,11
2547,10
2548,11
2549,11
2550,12
2551,11
2552,10
2553,11
2554,10
2555,11
2556,10
2557,11
2558,11
2559,11
2560,11
2561,11
2562,11
2563,11
2564,11
2565,11
2566,10
2567,12
2568,11
2569,13
2570,10
2571,10
2572,11
2573,10
2574,11
2575,11
2576,11
2577,12
2578,11
2579,10
2580,11
2581,11
2582,11
2583,12
2584,11
2585,11
2586,10
2587,11
2588,11
2589,10
2590,11
2591,9
2592,10
2593,10
2594,9
2595,10
2596,10
2597,10
2598,10
2599,10
2600,10
2601,10
2602,10
2603,10
2604,10
2605,10
2606,10
2607,11
2608,11
2609,10
2610,11
2611,10
2612,11
2613,10
2614,10
2615,11
2616,10
2617,11
2618,10
2619,11
2620,11
2621,10
2622,11
2623,10
2624,10
2625,10
2626,10
2627,10
2628,10
2629,11
2630,9
2631,11
2632,10
2633,11
2634,10
2635,10
2636,12
2637,11
2638,10
2639,11
2640,10
2641,11
2642,11
2643,10
2644,11
2645,10
2646,11
2647,11
2648,10
2649,10
2650,9
2651,11
2652,10
2653,11
2654,10
2655,9
2656,10
2657,9
2658,11
2659,10
2660,11
2661,11
2662,10
2663,11
2664,11
2665,10
2666,11
2667,10
2668,11
2669,11
2670,10
2671,11
2672,10
2673,11
2674,10
2675,11
2676,10
2677,10
2678,11
2679,10
2680,10
2681,10
2682,10
2683,10
2684,10
2685,10
2686,10
2687,10
2688,11
2689,10
2690,11
2691,10
2692,11
2693,11
2694,10
2695,12
2696,10
2697,10
2698,11
2699,10
2700,11
2701,10
2702,12
2703,12
2704,11
2705,11
2706,11
2707,10
2708,10
2709,11
2710,10
2711,11
2712,10
2713,11
2714,10
2715,11
2716,11
2717,10
2718,10
2719,9
2720,10
2721,11
2722,9
2723,10
2724,10
2725,11
2726,10
2727,11
2728,11
2729,10
2730,10
2731,11
2732,10
2733,12
2734,11
2735,11
2736,11
2737,10
2738,12
2739,11
2740,10
2741,12
2742,11
2743,10
2744,11
2745,10
2746,11
2747,10
2748,10
2749,10
2750,10
2751,10
2752,10
2753,11
2754,10
2755,10
2756,10
2757,10
2758,10
2759,10
2760,11
2761,11
2762,10
2763,11
2764,11
2765,11
2766,11
2767,11
2768,11
2769,11
2770,12
2771,11
2772,10
2773,11
2774,10
2775,11
2776,11
2777,10
2778,11
2779,10
2780,21
2781,12
2782,10
2783,11
2784,10
2785,10
2786,11
2787,10
2788,10
2789,10
2790,10
2791,10
2792,10
2793,11
2794,10
2795,11
2796,11
2797,10
2798,10
2799,11
2800,10
2801,12
2802,10
2803,11
2804,12
2805,13
2806,11
2807,10
2808,11
2809,12
2810,10
2811,11
2812,10
2813,11
2814,11
2815,10
2816,11
2817,10
2818,12
2819,11
2820,10
2821,11
2822,11
2823,10
2824,9
2825,11
2826,10
2827,10
2828,11
2829,10
2830,10
2831,11
2832,10
2833,11
2834,9
2835,11
2836,11
2837,10
2838,10
2839,10
2840,11
2841,10
2842,10
2843,10
2844,10
2845,11
2846,10
2847,11
2848,11
2849,10
2850,10
2851,10
2852,10
2853,10
2854,10
2855,10
2856,11
2857,10
2858,10
2859,11
2860,10
2861,11
2862,10
2863,11
2864,11
2865,10
2866,10
2867,11
2868,10
2869,12
2870,11
2871,10
2872,11
2873,11
2874,11
2875,11
2876,10
2877,11
2878,10
2879,11
2880,10
2881,10
2882,10
2883,10
2884,12
2885,10
2886,9
2887,11
2888,9
2889,10
2890,11
2891,10
2892,10
2893,10
2894,11
2895,10
2896,10
2897,11
2898,11
2899,11
2900,11
2901,10
2902,11
2903,10
2904,11
2905,10
2906,10
2907,11
2908,11
2909,11
2910,11
2911,11
2912,11
2913,11
2914,10
2915,10
2916,10
2917,11
2918,11
2919,9
2920,10
2921,11
2922,12
2923,11
2924,10
2925,12
2926,11
2927,11
2928,11
2929,11
2930,10
2931,10
2932,11
2933,11
2934,10
2935,11
2936,11
2937,11
2938,12
2939,10
2940,11
2941,10
2942,13
2943,12
2944,9
2945,11
2946,12
2947,10
2948,10
2949,10
2950,10
2951,10
2952,10
2953,10
2954,10
2955,10
2956,10
2957,11
2958,10
2959,10
2960,11
2961,10
2962,11
2963,10
2964,12
2965,10
2966,11
2967,11
2968,11
2969,10
2970,12
2971,11
2972,10
2973,11
2974,10
2975,11
2976,10
2977,11
2978,11
2979,10
2980,12
2981,11
2982,10
2983,11
2984,10
2985,10
2986,10
2987,10
2988,11
2989,10
2990,11
2991,10
2992,11
2993,11
2994,10
2995,11
