index,cycle_time
0,0.025855302810668945
1,0.033420562744140625
2,0.04194307327270508
3,0.035594940185546875
4,0.028303146362304688
5,0.02484917640686035
6,0.03923368453979492
7,0.0345613956451416
8,0.03249812126159668
9,0.0282132625579834
10,0.02405571937561035
11,0.022389888763427734
12,0.021546125411987305
13,0.020927906036376953
14,0.02137470245361328
15,0.018900156021118164
16,0.01980137825012207
17,0.02066183090209961
18,0.02024102210998535
19,0.020377159118652344
20,0.02210402488708496
21,0.02230238914489746
22,0.022533655166625977
23,0.021909236907958984
24,0.021483898162841797
25,0.02152872085571289
26,0.02289271354675293
27,0.02437448501586914
28,0.0238645076751709
29,0.02505350112915039
30,0.025343894958496094
31,0.026336193084716797
32,0.025978565216064453
33,0.026694297790527344
34,0.027349472045898438
35,0.0261991024017334
36,0.02775883674621582
37,0.027620553970336914
38,0.02758502960205078
39,0.027489423751831055
40,0.027072906494140625
41,0.027472257614135742
42,0.028100252151489258
43,0.030812740325927734
44,0.029859066009521484
45,0.030667543411254883
46,0.02923870086669922
47,0.030219078063964844
48,0.03277945518493652
49,0.03371930122375488
50,0.0362246036529541
51,0.03490161895751953
52,0.033992767333984375
53,0.03442025184631348
54,0.03441476821899414
55,0.03692030906677246
56,0.03550863265991211
57,0.034865379333496094
58,0.03609871864318848
59,0.036577701568603516
60,0.03737950325012207
61,0.039781808853149414
62,0.03836202621459961
63,0.0385282039642334
64,0.03949451446533203
65,0.039777517318725586
66,0.04391121864318848
67,0.040882110595703125
68,0.04043316841125488
69,0.04257488250732422
70,0.04287528991699219
71,0.04639601707458496
72,0.0454256534576416
73,0.04629707336425781
74,0.04553055763244629
75,0.04915332794189453
76,0.04609513282775879
77,0.04690718650817871
78,0.04851889610290527
79,0.05343890190124512
80,0.05135607719421387
81,0.051309823989868164
82,0.05162644386291504
83,0.055608510971069336
84,0.053236961364746094
85,0.054314613342285156
86,0.05466055870056152
87,0.06855297088623047
88,0.05917239189147949
89,0.05858254432678223
90,0.06353974342346191
91,0.05979180335998535
92,0.06297945976257324
93,0.06516528129577637
94,0.06311559677124023
95,0.06672382354736328
96,0.06720519065856934
97,0.06500077247619629
98,0.06458044052124023
99,0.07135629653930664
100,0.06697225570678711
101,0.06758880615234375
102,0.07304620742797852
103,0.07718920707702637
104,0.07625102996826172
105,0.08044552803039551
106,0.08717989921569824
107,0.08809876441955566
108,0.08171224594116211
109,0.08245992660522461
110,0.08732724189758301
111,0.10500025749206543
112,0.08660578727722168
113,0.07871890068054199
114,0.08462142944335938
115,0.07864928245544434
116,0.07859373092651367
117,0.08596301078796387
118,0.08180999755859375
119,0.08805298805236816
120,0.08362030982971191
121,0.09320878982543945
122,0.08680605888366699
123,0.08853840827941895
124,0.09656143188476562
125,0.09180665016174316
126,0.10003161430358887
127,0.09171032905578613
128,0.1033778190612793
129,0.09693431854248047
130,0.10470199584960938
131,0.10160017013549805
132,0.10899829864501953
133,0.1017451286315918
134,0.10916638374328613
135,0.10306572914123535
136,0.11150121688842773
137,0.1150658130645752
138,0.10944700241088867
139,0.1169595718383789
140,0.10895872116088867
141,0.11871004104614258
142,0.11427569389343262
143,0.1234588623046875
144,0.12484097480773926
145,0.12752676010131836
146,0.15117430686950684
147,0.1598339080810547
148,0.1470489501953125
149,0.1629505157470703
150,0.15439248085021973
151,0.15633249282836914
152,0.15924525260925293
153,0.1425771713256836
154,0.15249180793762207
155,0.1708378791809082
156,0.1599442958831787
157,0.14941620826721191
158,0.16109395027160645
159,0.172898530960083
160,0.17576861381530762
161,0.17610406875610352
162,0.17675232887268066
163,0.16601777076721191
164,0.1814124584197998
165,0.18448829650878906
166,0.19035983085632324
167,0.19452428817749023
168,0.19300055503845215
169,0.19406747817993164
170,0.19668889045715332
171,0.19691252708435059
172,0.1970078945159912
173,0.20408916473388672
174,0.20632481575012207
175,0.21176528930664062
176,0.21481609344482422
177,0.21959137916564941
178,0.222489595413208
179,0.22652006149291992
180,0.22842049598693848
181,0.25742197036743164
182,0.26710009574890137
183,0.24898266792297363
184,0.2477259635925293
185,0.2700338363647461
186,0.2547895908355713
187,0.26173830032348633
188,0.28372883796691895
189,0.2650454044342041
190,0.26905035972595215
191,0.2880551815032959
192,0.27504658699035645
193,0.2981727123260498
194,0.28653430938720703
195,0.2841627597808838
196,0.3072350025177002
197,0.29099512100219727
198,0.31796884536743164
199,0.3157169818878174
200,0.35244154930114746
201,0.347670316696167
202,0.35422730445861816
203,0.3340163230895996
204,0.3579094409942627
205,0.3552827835083008
