index,cycle_time
289,10
290,10
291,12
292,11
293,12
294,11
295,11
296,11
297,10
298,11
299,9
300,11
301,11
302,10
303,12
304,10
305,11
306,11
307,10
308,10
309,10
310,10
311,10
312,20
313,12
314,11
315,10
316,10
317,10
318,10
319,11
320,10
321,11
322,10
323,10
324,10
325,11
326,11
327,10
328,11
329,10
330,12
331,12
332,11
333,12
334,11
335,11
336,11
337,10
338,11
339,11
340,11
341,10
342,10
343,11
344,11
345,11
346,10
347,11
348,10
349,10
350,10
351,10
352,10
353,11
354,10
355,11
356,10
357,11
358,11
359,11
360,11
361,9
362,11
363,11
364,11
365,10
366,11
367,11
368,10
369,11
370,10
371,11
372,11
373,10
374,11
375,10
376,11
377,11
378,10
379,10
380,10
381,11
382,11
383,11
384,10
385,11
386,11
387,11
388,11
389,11
390,11
391,11
392,11
393,11
394,11
395,10
396,12
397,11
398,11
399,11
400,10
401,11
402,10
403,11
404,11
405,19
406,12
407,11
408,11
409,12
410,9
411,11
412,10
413,10
414,11
415,10
416,10
417,11
418,11
419,11
420,10
421,11
422,10
423,10
424,11
425,10
426,12
427,11
428,12
429,11
430,10
431,11
432,10
433,11
434,11
435,10
436,10
437,11
438,10
439,11
440,10
441,10
442,10
443,11
444,11
445,10
446,11
447,10
448,11
449,11
450,10
451,11
452,11
453,11
454,11
455,10
456,12
457,10
458,11
459,11
460,10
461,12
462,11
463,10
464,11
465,10
466,11
467,10
468,10
469,11
470,10
471,12
472,12
473,12
474,11
475,10
476,14
477,11
478,9
479,11
480,10
481,10
482,11
483,10
484,11
485,11
486,11
487,11
488,22
489,13
490,10
491,11
492,26
493,20
494,11
495,12
496,10
497,11
498,12
499,11
500,12
501,11
502,11
503,11
504,11
505,11
506,12
507,10
508,11
509,11
510,12
511,12
512,10
513,11
514,10
515,11
516,11
517,11
518,11
519,10
520,11
521,11
522,11
523,11
524,10
525,10
526,10
527,11
528,10
529,10
530,11
531,10
532,11
533,10
534,11
535,11
536,11
537,17
538,10
539,10
540,12
541,11
542,11
543,12
544,11
545,10
546,12
547,12
548,11
549,11
550,11
551,11
552,11
553,11
554,12
555,11
556,11
557,10
558,11
559,11
560,11
561,11
562,10
563,11
564,10
565,11
566,9
567,11
568,10
569,10
570,11
571,11
572,11
573,12
574,10
575,11
576,13
577,10
578,11
579,10
580,12
581,11
582,10
583,11
584,11
585,12
586,11
587,12
588,12
589,11
590,11
591,10
592,11
593,13
594,10
595,11
596,10
597,11
598,11
599,11
600,15
601,11
602,10
603,11
604,11
605,11
606,10
607,10
608,10
609,11
610,10
611,10
612,10
613,9
614,10
615,11
616,10
617,11
618,10
619,11
620,10
621,10
622,10
623,10
624,11
625,10
626,11
627,11
628,10
629,11
630,10
631,11
632,12
633,10
634,11
635,10
636,11
637,11
638,10
639,10
640,10
641,11
642,11
643,10
644,11
645,10
646,10
647,11
648,10
649,10
650,11
651,16
652,10
653,10
654,10
655,12
656,10
657,11
658,10
659,11
660,11
661,10
662,17
663,12
664,10
665,11
666,11
667,12
668,11
669,9
670,11
671,11
672,10
673,11
674,9
675,11
676,10
677,11
678,11
679,10
680,11
681,11
682,11
683,11
684,10
685,11
686,10
687,11
688,10
689,10
690,11
691,10
692,11
693,10
694,11
695,11
696,10
697,11
698,11
699,10
700,11
701,11
702,10
703,11
704,11
705,11
706,11
707,10
708,10
709,11
710,10
711,11
712,10
713,11
714,11
715,11
716,11
717,11
718,11
719,10
720,10
721,10
722,11
723,11
724,10
725,19
726,10
727,10
728,10
729,10
730,11
731,11
732,10
733,11
734,10
735,11
736,11
737,11
738,11
739,11
740,11
741,11
742,11
743,11
744,11
745,10
746,11
747,11
748,10
749,10
750,10
751,10
752,11
753,10
754,10
755,11
756,10
757,11
758,10
759,10
760,11
761,10
762,11
763,10
764,11
765,11
766,11
767,11
768,11
769,11
770,10
771,10
772,11
773,11
774,10
775,12
776,12
777,12
778,11
779,11
780,11
781,10
782,10
783,10
784,11
785,10
786,11
787,11
788,11
789,11
790,10
791,11
792,11
793,10
794,11
795,11
796,11
797,11
798,11
799,12
800,11
801,11
802,10
803,11
804,10
805,10
806,11
807,10
808,11
809,11
810,11
811,11
812,10
813,11
814,11
815,12
816,10
817,12
818,10
819,11
820,11
821,12
822,11
823,12
824,10
825,11
826,12
827,11
828,11
829,11
830,10
831,11
832,10
833,11
834,10
835,11
836,12
837,11
838,11
839,10
840,12
841,10
842,10
843,11
844,10
845,11
846,11
847,12
848,12
849,11
850,12
851,11
852,11
853,10
854,11
855,10
856,11
857,11
858,10
859,11
860,11
861,10
862,11
863,11
864,11
865,11
866,11
867,11
868,11
869,10
870,10
871,11
872,12
873,11
874,11
875,10
876,12
877,12
878,11
879,11
880,11
881,12
882,12
883,11
884,11
885,12
886,16
887,11
888,12
889,12
890,13
891,11
892,12
893,11
894,11
895,11
896,10
897,12
898,10
899,10
900,11
901,10
902,12
903,10
904,10
905,11
906,10
907,11
908,11
909,12
910,12
911,11
912,12
913,11
914,12
915,11
916,10
917,10
918,11
919,12
920,11
921,10
922,11
923,10
924,11
925,12
926,11
927,12
928,11
929,11
930,11
931,10
932,10
933,11
934,11
935,12
936,11
937,11
938,11
939,11
940,11
941,11
942,11
943,10
944,12
945,12
946,12
947,11
948,11
949,11
950,10
951,11
952,10
953,12
954,11
955,10
956,11
957,10
958,10
959,11
960,10
961,10
962,11
963,10
964,10
965,11
966,11
967,10
968,11
969,11
970,10
971,11
972,11
973,11
974,10
975,11
976,11
977,10
978,10
979,8
980,11
981,11
982,9
983,11
984,10
985,11
986,11
987,10
988,10
989,11
990,10
991,11
992,10
993,11
994,10
995,10
996,11
997,10
998,11
999,10
1000,12
1001,12
1002,10
1003,11
1004,11
1005,11
1006,11
1007,10
1008,12
1009,10
1010,11
1011,11
1012,10
1013,10
1014,11
1015,10
1016,11
1017,10
1018,10
1019,10
1020,11
1021,11
1022,10
1023,11
1024,10
1025,11
1026,11
1027,12
1028,11
1029,10
1030,11
1031,11
1032,11
1033,10
1034,12
1035,10
1036,11
1037,11
1038,10
1039,11
1040,10
1041,10
1042,9
1043,10
1044,11
1045,10
1046,10
1047,10
1048,11
1049,10
1050,11
1051,10
1052,11
1053,11
1054,11
1055,11
1056,10
1057,11
1058,10
1059,11
1060,11
1061,10
1062,10
1063,10
1064,11
1065,11
1066,10
1067,12
1068,10
1069,10
1070,11
1071,10
1072,11
1073,11
1074,10
1075,10
1076,11
1077,10
1078,11
1079,11
1080,11
1081,10
1082,10
1083,11
1084,10
1085,11
1086,11
1087,11
1088,11
1089,11
1090,12
1091,11
1092,11
1093,10
1094,10
1095,10
1096,10
1097,11
1098,11
1099,11
1100,12
1101,11
1102,13
1103,11
1104,11
1105,11
1106,9
1107,11
1108,11
1109,10
1110,11
1111,10
1112,11
1113,12
1114,11
1115,12
1116,10
1117,11
1118,11
1119,11
1120,11
1121,11
1122,11
1123,11
1124,10
1125,11
1126,11
1127,11
1128,10
1129,11
1130,11
1131,10
1132,11
1133,11
1134,10
1135,11
1136,10
1137,11
1138,13
1139,10
1140,11
1141,10
1142,11
1143,11
1144,10
1145,11
1146,10
1147,11
1148,11
1149,10
1150,13
1151,13
1152,11
1153,11
1154,11
1155,11
1156,11
1157,12
1158,10
1159,11
1160,11
1161,11
1162,10
1163,11
1164,10
1165,20
1166,12
1167,10
1168,10
1169,11
1170,11
1171,11
1172,12
1173,10
1174,11
1175,11
1176,11
1177,11
1178,10
1179,11
1180,10
1181,11
1182,10
1183,11
1184,10
1185,11
1186,11
1187,10
1188,11
1189,11
1190,10
1191,11
1192,11
1193,11
1194,11
1195,11
1196,12
1197,10
1198,11
1199,11
1200,10
1201,11
1202,11
1203,10
1204,11
1205,10
1206,11
1207,10
1208,10
1209,10
1210,10
1211,10
1212,11
1213,13
1214,11
1215,10
1216,11
1217,10
1218,10
1219,11
1220,10
1221,11
1222,10
1223,11
1224,11
1225,11
1226,11
1227,10
1228,11
1229,11
1230,10
1231,11
1232,10
1233,11
1234,10
1235,10
1236,10
1237,10
1238,11
1239,10
1240,11
1241,18
1242,12
1243,10
1244,11
1245,10
1246,10
1247,10
1248,10
1249,11
1250,10
1251,11
1252,11
1253,10
1254,11
1255,10
1256,11
1257,11
1258,10
1259,11
1260,11
1261,11
1262,11
1263,11
1264,11
1265,11
1266,11
1267,11
1268,11
1269,11
1270,11
1271,11
1272,11
1273,11
1274,14
1275,13
1276,10
1277,10
1278,11
1279,11
1280,11
1281,10
1282,11
1283,11
1284,10
1285,11
1286,11
1287,12
1288,11
1289,10
1290,11
1291,10
1292,11
1293,10
1294,10
1295,11
1296,11
1297,10
1298,11
1299,10
1300,11
1301,11
1302,11
1303,11
1304,10
1305,11
1306,10
1307,11
1308,12
1309,10
1310,11
1311,11
1312,11
1313,11
1314,10
1315,11
1316,11
1317,10
1318,11
1319,10
1320,11
1321,11
1322,10
1323,11
1324,10
1325,11
1326,11
1327,10
1328,11
1329,10
1330,11
1331,11
1332,10
1333,12
1334,11
1335,12
1336,11
1337,12
1338,12
1339,10
1340,10
1341,10
1342,11
1343,11
1344,10
1345,11
1346,10
1347,11
1348,10
1349,11
1350,11
1351,10
1352,10
1353,11
1354,11
1355,11
1356,10
1357,10
1358,10
1359,11
1360,11
1361,12
1362,11
1363,12
1364,12
1365,11
1366,11
1367,10
1368,10
1369,11
1370,10
1371,12
1372,11
1373,22
1374,12
1375,11
1376,10
1377,11
1378,11
1379,10
1380,11
1381,11
1382,10
1383,10
1384,11
1385,11
1386,11
1387,10
1388,11
1389,10
1390,11
1391,10
1392,10
1393,22
1394,12
1395,11
1396,9
1397,11
1398,13
1399,13
1400,10
1401,11
1402,11
1403,11
1404,10
1405,11
1406,12
1407,11
1408,12
1409,12
1410,11
1411,12
1412,11
1413,12
1414,12
1415,11
1416,11
1417,11
1418,11
1419,11
1420,11
1421,11
1422,11
1423,11
1424,11
1425,10
1426,10
1427,12
1428,11
1429,11
1430,10
1431,11
1432,11
1433,10
1434,11
1435,11
1436,11
1437,11
1438,11
1439,11
1440,11
1441,12
1442,10
1443,11
1444,10
1445,10
1446,11
1447,10
1448,12
1449,11
1450,11
1451,11
1452,11
1453,10
1454,11
1455,11
1456,21
1457,11
1458,11
1459,10
1460,12
1461,11
1462,11
1463,11
1464,10
1465,11
1466,11
1467,11
1468,11
1469,10
1470,11
1471,10
1472,11
1473,11
1474,9
1475,10
1476,11
1477,11
1478,11
1479,11
1480,11
1481,10
1482,10
1483,10
1484,10
1485,11
1486,11
1487,10
1488,10
1489,11
1490,10
1491,10
1492,11
1493,10
1494,11
1495,11
1496,10
1497,11
1498,10
1499,11
1500,10
1501,11
1502,10
1503,11
1504,12
1505,12
1506,11
1507,12
1508,12
1509,12
1510,11
1511,10
1512,11
1513,11
1514,12
1515,11
1516,10
1517,11
1518,11
1519,12
1520,10
1521,11
1522,13
1523,12
1524,12
1525,9
1526,11
1527,10
1528,10
1529,11
1530,10
1531,12
1532,11
1533,19
1534,12
1535,11
1536,10
1537,10
1538,11
1539,10
1540,11
1541,10
1542,10
1543,11
1544,10
1545,10
1546,11
1547,12
1548,11
1549,11
1550,11
1551,11
1552,11
1553,11
1554,10
1555,11
1556,11
1557,10
1558,11
1559,10
1560,11
1561,11
1562,10
1563,10
1564,10
1565,11
1566,10
1567,11
1568,12
1569,11
1570,12
1571,10
1572,11
1573,11
1574,10
1575,11
1576,10
1577,10
1578,11
1579,10
1580,10
1581,11
1582,10
1583,11
1584,11
1585,12
1586,12
1587,11
1588,10
1589,11
1590,10
1591,11
1592,9
1593,11
1594,11
1595,11
1596,11
1597,10
1598,10
1599,11
1600,10
1601,11
1602,11
1603,10
1604,10
1605,12
1606,14
1607,10
1608,10
1609,10
1610,11
1611,10
1612,11
1613,10
1614,11
1615,11
1616,10
1617,11
1618,10
1619,11
1620,11
1621,11
1622,11
1623,11
1624,11
1625,11
1626,12
1627,12
1628,11
1629,11
1630,11
1631,11
1632,11
1633,10
1634,11
1635,11
1636,10
1637,11
1638,10
1639,11
1640,11
1641,11
1642,11
1643,10
1644,11
1645,12
1646,10
1647,11
1648,11
1649,11
1650,11
1651,11
1652,11
1653,10
1654,12
1655,11
1656,12
1657,11
1658,10
1659,10
1660,10
1661,11
1662,11
1663,11
1664,11
1665,10
1666,11
1667,10
1668,10
1669,10
1670,10
1671,10
1672,10
1673,11
1674,11
1675,10
1676,12
1677,12
1678,10
1679,11
1680,10
1681,12
1682,10
1683,11
1684,11
1685,11
1686,11
1687,11
1688,12
1689,11
1690,10
1691,11
1692,11
1693,11
1694,12
1695,11
1696,11
1697,10
1698,11
1699,11
1700,10
1701,11
1702,10
1703,10
1704,11
1705,10
1706,10
1707,12
1708,11
1709,10
1710,11
1711,10
1712,11
1713,11
1714,11
1715,11
1716,11
1717,11
1718,11
1719,10
1720,11
1721,9
1722,11
1723,11
1724,10
1725,11
1726,10
1727,11
1728,10
1729,11
1730,10
1731,10
1732,10
1733,11
1734,10
1735,10
1736,10
1737,11
1738,11
1739,10
1740,11
1741,11
1742,11
1743,11
1744,11
1745,12
1746,11
1747,11
1748,11
1749,10
1750,12
1751,11
1752,11
1753,11
1754,11
1755,11
1756,12
1757,10
1758,11
1759,10
1760,11
1761,9
1762,11
1763,10
1764,10
1765,11
1766,10
1767,12
1768,11
1769,11
1770,12
1771,10
1772,10
1773,11
1774,11
1775,11
1776,11
1777,11
1778,10
1779,11
1780,11
1781,11
1782,11
1783,9
1784,11
1785,11
1786,11
1787,11
1788,10
1789,11
1790,11
1791,10
1792,11
1793,10
1794,25
1795,11
1796,11
1797,10
1798,10
1799,11
1800,10
1801,10
1802,11
1803,10
1804,11
1805,11
1806,10
1807,11
1808,10
1809,11
1810,10
1811,11
1812,11
1813,15
1814,12
1815,10
1816,11
1817,11
1818,11
1819,11
1820,11
1821,12
1822,11
1823,12
1824,11
1825,10
1826,12
1827,11
1828,10
1829,12
1830,12
1831,11
1832,11
1833,10
1834,11
1835,11
1836,11
1837,11
1838,11
1839,11
1840,11
1841,11
1842,11
1843,10
1844,11
1845,11
1846,12
1847,12
1848,12
1849,11
1850,10
1851,11
1852,11
1853,11
1854,12
1855,10
1856,12
1857,13
1858,10
1859,11
1860,10
1861,12
1862,11
1863,11
1864,11
1865,10
1866,11
1867,11
1868,10
1869,10
1870,10
1871,10
1872,10
1873,10
1874,11
1875,10
1876,10
1877,11
1878,10
1879,11
1880,10
1881,12
1882,11
1883,10
1884,12
1885,11
1886,11
1887,12
1888,10
1889,11
1890,11
1891,11
1892,11
1893,11
1894,11
1895,12
1896,10
1897,11
1898,10
1899,11
1900,11
1901,11
1902,11
1903,11
1904,10
1905,11
1906,10
1907,10
1908,11
1909,11
1910,10
1911,11
1912,10
1913,11
1914,11
1915,10
1916,12
1917,11
1918,12
1919,12
1920,13
1921,11
1922,10
1923,10
1924,10
1925,11
1926,11
1927,11
1928,12
1929,11
1930,11
1931,10
1932,11
1933,11
1934,10
1935,11
1936,10
1937,11
1938,11
1939,11
1940,12
1941,11
1942,11
1943,12
1944,10
1945,11
1946,10
1947,11
1948,11
1949,10
1950,10
1951,10
1952,10
1953,10
1954,11
1955,12
1956,11
1957,10
1958,11
1959,10
1960,11
1961,10
1962,11
1963,11
1964,10
1965,11
1966,10
1967,11
1968,10
1969,10
1970,11
1971,11
1972,11
1973,10
1974,11
1975,10
1976,10
1977,11
1978,11
1979,10
1980,11
1981,10
1982,10
1983,15
1984,12
1985,10
1986,10
1987,10
1988,10
1989,10
1990,11
1991,11
1992,10
1993,11
1994,10
1995,10
1996,11
1997,10
1998,10
1999,10
2000,11
2001,11
2002,10
2003,11
2004,10
2005,11
2006,11
2007,10
2008,11
2009,10
2010,11
2011,11
2012,10
2013,11
2014,9
2015,11
2016,11
2017,11
2018,10
2019,10
2020,16
2021,9
2022,11
2023,11
2024,10
2025,11
2026,19
2027,12
2028,11
2029,11
2030,10
2031,11
2032,10
2033,11
2034,11
2035,10
2036,11
2037,11
2038,11
2039,11
2040,11
2041,11
2042,10
2043,11
2044,10
2045,10
2046,20
2047,10
2048,10
2049,10
2050,10
2051,11
2052,10
2053,11
2054,10
2055,11
2056,11
2057,10
2058,11
2059,10
2060,10
2061,11
2062,10
2063,10
2064,10
2065,11
2066,11
2067,10
2068,11
2069,11
2070,10
2071,10
2072,10
2073,11
2074,11
2075,10
2076,11
2077,11
2078,11
2079,12
2080,10
2081,11
2082,10
2083,10
2084,11
2085,10
2086,11
2087,9
2088,11
2089,10
2090,10
2091,11
2092,11
2093,11
2094,10
2095,11
2096,10
2097,10
2098,11
2099,10
2100,11
2101,10
2102,12
2103,12
2104,10
2105,11
2106,11
2107,11
2108,11
2109,18
2110,10
2111,11
2112,10
2113,11
2114,11
2115,10
2116,11
2117,11
2118,11
2119,11
2120,11
2121,11
2122,10
2123,21
2124,11
2125,12
2126,12
2127,11
2128,11
2129,12
2130,10
2131,12
2132,11
2133,10
2134,12
2135,11
2136,10
2137,11
2138,10
2139,11
2140,12
2141,9
2142,11
2143,10
2144,15
2145,10
2146,12
2147,12
2148,11
2149,11
2150,10
2151,11
2152,11
2153,11
2154,10
2155,10
2156,11
2157,12
2158,10
2159,11
2160,11
2161,11
2162,10
2163,11
2164,10
2165,10
2166,11
2167,10
2168,11
2169,10
2170,11
2171,17
2172,12
2173,10
2174,10
2175,10
2176,11
2177,11
2178,11
2179,11
2180,10
2181,11
2182,10
2183,12
2184,11
2185,11
2186,11
2187,10
2188,11
2189,20
2190,13
2191,10
2192,11
2193,10
2194,11
2195,11
2196,11
2197,10
2198,10
2199,11
2200,10
2201,10
2202,11
2203,10
2204,11
2205,10
2206,11
2207,11
2208,12
2209,11
2210,11
2211,10
2212,11
2213,11
2214,10
2215,11
2216,11
2217,12
2218,11
2219,11
2220,11
2221,11
2222,11
2223,11
2224,12
2225,12
2226,21
2227,12
2228,11
2229,11
2230,11
2231,11
2232,10
2233,11
2234,16
2235,10
2236,11
2237,10
2238,10
2239,11
2240,11
2241,11
2242,10
2243,11
2244,10
2245,10
2246,11
2247,10
2248,10
2249,11
2250,10
2251,10
2252,10
2253,11
2254,11
2255,10
2256,10
2257,10
2258,11
2259,11
2260,11
2261,12
2262,10
2263,12
2264,12
2265,12
2266,10
2267,11
2268,17
2269,10
2270,12
2271,11
2272,10
2273,11
2274,11
2275,11
2276,10
2277,10
2278,11
2279,11
2280,11
2281,10
2282,11
2283,10
2284,11
2285,10
2286,11
2287,12
2288,11
2289,10
2290,12
2291,10
2292,20
2293,12
2294,10
2295,10
2296,19
2297,10
2298,10
2299,10
2300,10
2301,21
2302,14
2303,10
2304,10
2305,21
2306,13
2307,10
2308,11
2309,10
2310,11
2311,10
2312,11
2313,11
2314,10
2315,12
2316,10
2317,11
2318,10
2319,10
2320,10
2321,10
2322,11
2323,10
2324,12
2325,12
2326,11
2327,12
2328,10
2329,11
2330,11
2331,11
2332,12
2333,12
2334,12
2335,12
2336,11
2337,12
2338,9
2339,12
2340,11
2341,10
2342,11
2343,11
2344,10
2345,11
2346,10
2347,10
2348,11
2349,10
2350,11
2351,11
2352,11
2353,10
2354,11
2355,11
2356,10
2357,10
2358,10
2359,10
2360,11
2361,11
2362,11
2363,11
2364,11
2365,11
2366,11
2367,11
2368,10
2369,11
2370,10
2371,10
2372,11
2373,11
2374,11
2375,11
2376,10
2377,11
2378,9
2379,11
2380,10
2381,10
2382,11
2383,10
2384,10
2385,11
2386,10
2387,11
2388,12
2389,11
2390,11
2391,11
2392,11
2393,12
2394,11
2395,12
2396,12
2397,10
2398,12
2399,11
2400,10
2401,11
2402,10
2403,12
2404,11
2405,11
2406,12
2407,12
2408,10
2409,11
2410,11
2411,11
2412,10
2413,11
2414,11
2415,11
2416,10
2417,11
2418,10
2419,10
2420,10
2421,11
2422,10
2423,11
2424,11
2425,10
2426,11
2427,10
2428,11
2429,10
2430,11
2431,11
2432,11
2433,11
2434,11
2435,10
2436,11
2437,11
2438,11
2439,11
2440,10
2441,11
2442,10
2443,11
2444,10
2445,10
2446,10
2447,10
2448,12
2449,11
2450,10
2451,11
2452,10
2453,11
2454,12
2455,12
2456,12
2457,10
2458,12
2459,11
2460,11
2461,12
2462,11
2463,11
2464,11
2465,11
2466,11
2467,11
2468,11
2469,10
2470,11
2471,12
2472,10
2473,12
2474,11
2475,11
2476,11
2477,10
2478,11
2479,11
2480,10
2481,10
2482,10
2483,11
2484,10
2485,10
2486,11
2487,10
2488,10
2489,11
2490,10
2491,10
2492,11
2493,10
2494,11
2495,10
2496,12
2497,11
2498,10
2499,11
2500,10
2501,11
2502,11
2503,10
2504,11
2505,10
2506,11
2507,11
2508,9
2509,11
2510,12
2511,10
2512,11
2513,10
2514,11
2515,10
2516,11
2517,13
2518,12
2519,10
2520,10
2521,11
2522,10
2523,11
2524,10
2525,11
2526,10
2527,12
2528,10
2529,11
2530,11
2531,10
2532,11
2533,10
2534,11
2535,11
2536,10
2537,11
2538,11
2539,11
2540,11
2541,10
2542,10
2543,10
2544,11
2545,11
2546,10
2547,10
2548,10
2549,10
2550,11
2551,10
2552,11
2553,11
2554,10
2555,11
2556,10
2557,20
2558,12
2559,11
2560,10
2561,11
2562,10
2563,11
2564,10
2565,12
2566,11
2567,10
2568,11
2569,10
2570,11
2571,10
2572,12
2573,10
2574,10
2575,11
2576,10
2577,11
2578,11
2579,10
2580,15
2581,9
2582,11
2583,11
2584,11
2585,11
2586,11
2587,12
2588,11
2589,11
2590,10
2591,11
2592,10
2593,11
2594,10
2595,11
2596,11
2597,11
2598,10
2599,11
2600,11
2601,11
2602,10
2603,11
2604,10
2605,11
2606,10
2607,11
2608,10
2609,11
2610,10
2611,10
2612,10
2613,10
2614,11
2615,11
2616,10
2617,11
2618,10
2619,11
2620,11
2621,10
2622,11
2623,10
2624,11
2625,11
2626,12
2627,11
2628,11
2629,11
2630,11
2631,10
2632,11
2633,10
2634,12
2635,10
2636,11
2637,10
2638,10
2639,11
2640,11
2641,10
2642,10
2643,10
2644,11
2645,10
2646,11
2647,10
2648,10
2649,11
2650,10
2651,10
2652,11
2653,10
2654,11
2655,10
2656,10
2657,10
2658,11
2659,11
2660,10
2661,11
2662,11
2663,10
2664,11
2665,11
2666,11
2667,11
2668,11
2669,11
2670,10
2671,11
2672,10
2673,11
2674,11
2675,10
2676,10
2677,10
2678,11
2679,10
2680,10
2681,11
2682,10
2683,11
2684,10
2685,11
2686,11
2687,12
2688,10
2689,11
2690,11
2691,10
2692,11
2693,11
2694,10
2695,11
2696,11
2697,12
2698,11
2699,10
2700,11
2701,10
2702,12
2703,11
2704,11
2705,10
2706,21
2707,13
2708,10
2709,9
2710,11
2711,11
2712,11
2713,10
2714,11
2715,10
2716,11
2717,10
2718,11
2719,10
2720,10
2721,11
2722,11
2723,11
2724,10
2725,11
2726,11
2727,11
2728,11
2729,10
2730,10
2731,12
2732,10
2733,11
2734,11
2735,10
2736,10
2737,11
2738,11
2739,11
2740,14
2741,11
2742,12
2743,13
2744,12
2745,11
2746,12
2747,10
2748,11
2749,11
2750,10
2751,12
2752,11
2753,11
2754,12
2755,10
2756,12
2757,12
2758,11
2759,20
2760,12
2761,10
2762,10
2763,10
2764,11
2765,10
2766,11
2767,12
2768,10
2769,11
2770,10
2771,11
2772,11
2773,10
2774,11
2775,10
2776,12
2777,12
2778,11
2779,11
2780,10
2781,11
2782,11
2783,10
2784,11
2785,11
2786,10
2787,11
2788,10
2789,10
2790,10
2791,9
2792,10
2793,11
2794,10
2795,11
2796,10
2797,10
2798,10
2799,11
2800,11
2801,11
2802,10
2803,11
2804,10
2805,11
2806,10
2807,11
2808,10
2809,11
2810,11
2811,10
2812,11
2813,10
2814,11
2815,11
2816,11
2817,11
2818,10
2819,13
2820,11
2821,11
2822,11
2823,9
2824,11
2825,11
2826,10
2827,11
2828,10
2829,11
2830,11
2831,10
2832,11
2833,10
2834,12
2835,11
2836,10
2837,11
2838,10
2839,11
2840,11
2841,10
2842,11
2843,11
2844,11
2845,10
2846,12
2847,11
2848,10
2849,11
2850,10
2851,11
2852,10
2853,10
2854,11
2855,10
2856,11
2857,10
2858,10
2859,11
2860,10
2861,10
2862,11
2863,10
2864,11
2865,11
2866,10
2867,11
2868,10
2869,11
2870,10
2871,10
2872,11
2873,10
2874,12
2875,10
2876,11
2877,12
2878,11
2879,11
2880,11
2881,11
2882,11
2883,11
2884,10
2885,11
2886,11
2887,11
2888,10
2889,11
2890,10
2891,12
2892,11
2893,10
2894,10
2895,11
2896,10
2897,11
2898,10
2899,11
2900,11
2901,10
2902,11
2903,10
2904,10
2905,11
2906,11
2907,11
2908,12
2909,11
2910,12
2911,10
2912,12
2913,11
2914,10
2915,12
2916,11
2917,11
2918,10
2919,11
2920,11
2921,10
2922,11
2923,11
2924,9
2925,11
2926,10
2927,11
2928,9
2929,11
2930,10
2931,10
2932,11
2933,10
2934,11
2935,10
2936,11
2937,11
2938,11
2939,10
2940,11
2941,10
2942,11
2943,11
2944,11
2945,12
2946,11
2947,10
2948,10
2949,10
2950,10
2951,11
2952,13
2953,10
2954,11
2955,11
2956,11
2957,10
2958,11
2959,10
2960,11
2961,10
2962,11
2963,11
2964,10
2965,11
2966,10
2967,11
2968,11
2969,10
2970,11
2971,10
2972,11
2973,10
2974,11
2975,11
2976,10
2977,12
2978,12
2979,10
2980,11
2981,10
2982,11
2983,11
2984,10
2985,11
2986,10
2987,9
2988,11
2989,10
2990,10
2991,10
2992,10
2993,10
2994,10
2995,10
